milestone_id,project_id,phase,building,milestone_name,baseline_start_date,baseline_end_date,forecast_end_date,actual_end_date,planned_completion_pct,actual_completion_pct,variance_days,status,contractor,budgeted_cost,committed_cost,actual_cost,cost_variance,issue_category,issue_severity
MIL-0263,VTX,Phase 2,Building C,Structural Frame,2022-12-12,2023-02-17,2023-02-19,2023-02-19,30.0,100.0,2,Complete,Modern Facade Systems,40461414.44,40461414.44,39918969.8,-542444.64,,
MIL-0264,VTX,Phase 2,Building C,Facade,2023-02-17,2023-04-06,2023-04-16,2023-04-16,40.0,100.0,10,Complete,Modern Facade Systems,33439779.5,33439779.5,33944188.37,504408.87,,
MIL-0265,VTX,Phase 2,Building C,MEP,2023-04-06,2023-05-15,2023-05-16,2023-05-16,50.0,100.0,1,Complete,Horizon Build Partners,35689390.59,35689390.59,35170573.77,-518816.82,,
MIL-0266,VTX,Phase 2,Building C,Internal Finishes,2023-05-15,2023-07-09,2023-07-09,2023-07-09,60.0,100.0,-2,Complete,Modern Facade Systems,45293230.35,45293230.35,45117043.53,-176186.82,,
MIL-0267,VTX,Phase 2,Building C,Landscaping,2023-07-09,2023-08-23,2023-09-01,2023-09-01,70.0,100.0,9,Complete,Delta Construction Group,42091318.25,42091318.25,42334819.11,243500.86,,
MIL-0268,VTX,Phase 2,Building C,Utilities Connection,2023-08-23,2023-10-18,2023-10-23,2023-10-23,80.0,100.0,5,Complete,Modern Facade Systems,47141171.67,47141171.67,47811270.95,670099.28,,
MIL-0269,VTX,Phase 2,Building C,Authority Approvals,2023-10-18,2023-11-13,2023-12-18,,90.0,0.0,35,Not Started,Horizon Build Partners,33810575.18,35924675.19,0.0,-33810575.18,Weather Delay,MEDIUM
MIL-0270,VTX,Phase 2,Building C,Testing & Commissioning,2023-11-13,2024-01-05,2024-01-05,,100.0,0.0,-4,Not Started,Horizon Build Partners,27118821.99,27118821.99,0.0,-27118821.99,,
MIL-0271,VTX,Phase 2,Building D,Excavation,2022-09-01,2022-10-26,2022-10-27,2022-10-27,10.0,100.0,1,Complete,Nile Engineering Contractors,15275318.96,15275318.96,15147361.53,-127957.43,,
MIL-0272,VTX,Phase 2,Building D,Foundations,2022-10-26,2022-12-29,2023-01-05,2023-01-05,20.0,100.0,7,Complete,Nile Engineering Contractors,35788048.95,36042201.22,36757962.2,969913.25,,
MIL-0273,VTX,Phase 2,Building D,Structural Frame,2022-12-29,2023-02-03,2023-02-12,2023-02-12,30.0,100.0,9,Complete,Horizon Build Partners,13425714.3,13425714.3,13465365.46,39651.16,,
MIL-0274,VTX,Phase 2,Building D,Facade,2023-02-03,2023-04-08,2023-04-12,2023-04-12,40.0,100.0,4,Complete,Prime MEP Solutions,49905831.97,49905831.97,48752560.61,-1153271.36,,
MIL-0275,VTX,Phase 2,Building D,MEP,2023-04-08,2023-05-14,2023-05-15,2023-05-15,50.0,100.0,1,Complete,Nile Engineering Contractors,31964658.79,31964658.79,31669371.24,-295287.55,,
MIL-0276,VTX,Phase 2,Building D,Internal Finishes,2023-05-14,2023-07-21,2023-07-25,2023-07-25,60.0,100.0,4,Complete,Cairo Structural Works,38430174.99,38430174.99,37625444.13,-804730.86,,
MIL-0277,VTX,Phase 2,Building D,Landscaping,2023-07-21,2023-09-06,2023-09-07,2023-09-07,70.0,100.0,1,Complete,Delta Construction Group,29698149.22,30236626.94,30830589.93,1132440.71,,
MIL-0278,VTX,Phase 2,Building D,Utilities Connection,2023-09-06,2023-10-01,2023-10-01,2023-10-01,80.0,100.0,-1,Complete,Nile Engineering Contractors,36992012.89,36992012.89,35955792.43,-1036220.46,,
MIL-0279,VTX,Phase 2,Building D,Authority Approvals,2023-10-01,2023-11-16,2023-11-16,,90.0,0.0,-3,Not Started,Cairo Structural Works,43244043.75,44437258.19,0.0,-43244043.75,,
MIL-0280,VTX,Phase 2,Building D,Testing & Commissioning,2023-11-16,2023-12-13,2023-12-23,,100.0,0.0,10,Not Started,Modern Facade Systems,16390581.36,16644043.83,0.0,-16390581.36,,
MIL-0281,HVW,Phase 1,Building A,Excavation,2023-01-01,2023-03-07,2023-03-30,2023-03-30,10.0,100.0,23,Complete (Delayed),Cairo Structural Works,33069133.6,35870976.94,36532359.61,3463226.01,Labor Shortage,MEDIUM
MIL-0282,HVW,Phase 1,Building A,Foundations,2023-03-07,2023-04-10,2023-04-10,2023-04-10,20.0,100.0,-4,Complete,Modern Facade Systems,24990275.54,25296858.98,25796664.49,806388.95,,
MIL-0283,HVW,Phase 1,Building A,Structural Frame,2023-04-10,2023-05-25,2023-05-27,2023-05-27,30.0,100.0,2,Complete,Modern Facade Systems,20900243.6,21413406.35,21831411.22,931167.62,,
MIL-0284,HVW,Phase 1,Building A,Facade,2023-05-25,2023-07-24,2023-07-24,2023-07-24,40.0,100.0,0,Complete,Prime MEP Solutions,19887578.12,19887578.12,19904981.93,17403.81,,
MIL-0285,HVW,Phase 1,Building A,MEP,2023-07-24,2023-09-25,2023-10-02,2023-10-02,50.0,100.0,7,Complete,Delta Construction Group,26037732.55,26037732.55,26375626.58,337894.03,,
MIL-0286,HVW,Phase 1,Building A,Internal Finishes,2023-09-25,2023-10-20,2023-10-20,2023-10-20,60.0,100.0,-5,Complete,Delta Construction Group,42684724.87,43691075.72,44544770.22,1860045.35,,
MIL-0287,HVW,Phase 1,Building A,Landscaping,2023-10-20,2023-11-27,2023-12-04,2023-12-04,70.0,100.0,7,Complete,Horizon Build Partners,29482107.7,29482107.7,28740117.85,-741989.85,,
MIL-0288,HVW,Phase 1,Building A,Utilities Connection,2023-11-27,2024-01-18,2024-01-27,,80.0,0.0,9,Not Started,Nile Engineering Contractors,15234555.75,15234555.75,0.0,-15234555.75,,
MIL-0289,HVW,Phase 1,Building A,Authority Approvals,2024-01-18,2024-03-02,2024-03-02,,90.0,0.0,0,Not Started,Delta Construction Group,33640524.2,34128735.82,0.0,-33640524.2,,
MIL-0290,HVW,Phase 1,Building A,Testing & Commissioning,2024-03-02,2024-05-04,2024-05-11,,100.0,0.0,7,Not Started,Horizon Build Partners,53824875.09,53824875.09,0.0,-53824875.09,,
MIL-0291,HVW,Phase 1,Building B,Excavation,2023-01-01,2023-01-30,2023-02-01,2023-02-01,10.0,100.0,2,Complete,Cairo Structural Works,44075199.64,44075199.64,43590998.37,-484201.27,,
MIL-0292,HVW,Phase 1,Building B,Foundations,2023-01-30,2023-03-25,2023-03-25,2023-03-25,20.0,100.0,-1,Complete,Prime MEP Solutions,15326921.92,15326921.92,15312632.1,-14289.82,,
MIL-0293,HVW,Phase 1,Building B,Structural Frame,2023-03-25,2023-05-04,2023-05-04,2023-05-04,30.0,100.0,-5,Complete,Horizon Build Partners,59472087.87,59472087.87,58281199.78,-1190888.09,,
MIL-0294,HVW,Phase 1,Building B,Facade,2023-05-04,2023-07-03,2023-08-16,2023-08-16,40.0,100.0,44,Complete (Delayed),Cairo Structural Works,30705296.54,31421925.19,32036031.13,1330734.59,Weather Delay,MEDIUM
MIL-0295,HVW,Phase 1,Building B,MEP,2023-07-03,2023-08-13,2023-08-13,2023-08-13,50.0,100.0,0,Complete,Cairo Structural Works,40524051.1,40524051.1,40730314.1,206263.0,,
MIL-0296,HVW,Phase 1,Building B,Internal Finishes,2023-08-13,2023-10-03,2023-10-03,2023-10-03,60.0,100.0,0,Complete,Cairo Structural Works,8161620.58,8208187.76,8371420.18,209799.6,,
MIL-0297,HVW,Phase 1,Building B,Landscaping,2023-10-03,2023-11-13,2023-11-13,2023-11-13,70.0,100.0,-2,Complete,Horizon Build Partners,56733887.5,56733887.5,56256604.71,-477282.79,,
MIL-0298,HVW,Phase 1,Building B,Utilities Connection,2023-11-13,2024-01-01,2024-01-05,,80.0,0.0,4,Not Started,Modern Facade Systems,46707801.2,46707801.2,0.0,-46707801.2,,
MIL-0299,HVW,Phase 1,Building B,Authority Approvals,2024-01-01,2024-02-29,2024-02-29,,90.0,0.0,-4,Not Started,Modern Facade Systems,56598295.7,56598295.7,0.0,-56598295.7,,
MIL-0300,HVW,Phase 1,Building B,Testing & Commissioning,2024-02-29,2024-04-25,2024-04-25,,100.0,0.0,-5,Not Started,Delta Construction Group,49326882.54,50162518.21,0.0,-49326882.54,,
MIL-0301,HVW,Phase 1,Building C,Excavation,2023-01-01,2023-02-24,2023-03-01,2023-03-01,10.0,100.0,5,Complete,Cairo Structural Works,8280486.34,8280486.34,8242579.11,-37907.23,,
MIL-0302,HVW,Phase 1,Building C,Foundations,2023-02-24,2023-04-12,2023-04-23,2023-04-23,20.0,100.0,11,Complete,Nile Engineering Contractors,35926620.47,35926620.47,36603322.34,676701.87,,
MIL-0303,HVW,Phase 1,Building C,Structural Frame,2023-04-12,2023-05-31,2023-06-05,2023-06-05,30.0,100.0,5,Complete,Cairo Structural Works,52710052.39,53925866.3,54980067.34,2270014.95,,
MIL-0304,HVW,Phase 1,Building C,Facade,2023-05-31,2023-07-18,2023-07-22,2023-07-22,40.0,100.0,4,Complete,Cairo Structural Works,40566663.97,40566663.97,39804226.2,-762437.77,,
MIL-0305,HVW,Phase 1,Building C,MEP,2023-07-18,2023-09-06,2023-09-06,2023-09-06,50.0,100.0,-5,Complete,Cairo Structural Works,47403989.08,47449853.21,48397933.0,993943.92,,
MIL-0306,HVW,Phase 1,Building C,Internal Finishes,2023-09-06,2023-10-04,2023-10-09,2023-10-09,60.0,100.0,5,Complete,Modern Facade Systems,27260346.33,27260346.33,27476134.65,215788.32,,
MIL-0307,HVW,Phase 1,Building C,Landscaping,2023-10-04,2023-11-03,2023-11-10,2023-11-10,70.0,100.0,7,Complete,Delta Construction Group,49574658.04,49855039.04,50846532.21,1271874.17,,
MIL-0308,HVW,Phase 1,Building C,Utilities Connection,2023-11-03,2023-12-19,2023-12-26,,80.0,0.0,7,Not Started,Cairo Structural Works,42601034.09,42601034.09,0.0,-42601034.09,,
MIL-0309,HVW,Phase 1,Building C,Authority Approvals,2023-12-19,2024-02-13,2024-02-19,,90.0,0.0,6,Not Started,Horizon Build Partners,17908193.53,18086275.43,0.0,-17908193.53,,
MIL-0310,HVW,Phase 1,Building C,Testing & Commissioning,2024-02-13,2024-04-06,2024-04-06,,100.0,0.0,-2,Not Started,Horizon Build Partners,53526508.12,53526508.12,0.0,-53526508.12,,
MIL-0311,HVW,Phase 1,Building D,Excavation,2023-01-01,2023-02-26,2023-02-26,2023-02-26,10.0,100.0,-1,Complete,Modern Facade Systems,57644313.5,57644313.5,56558279.21,-1086034.29,,
MIL-0312,HVW,Phase 1,Building D,Foundations,2023-02-26,2023-04-10,2023-04-16,2023-04-16,20.0,100.0,6,Complete,Nile Engineering Contractors,9515763.3,9515763.3,9544014.54,28251.24,,
MIL-0313,HVW,Phase 1,Building D,Structural Frame,2023-04-10,2023-05-05,2023-05-05,2023-05-05,30.0,100.0,-4,Complete,Prime MEP Solutions,44310822.46,44473528.27,45359744.72,1048922.26,,
MIL-0314,HVW,Phase 1,Building D,Facade,2023-05-05,2023-07-02,2023-07-03,2023-07-03,40.0,100.0,1,Complete,Delta Construction Group,16472945.11,16472945.11,16300072.52,-172872.59,,
MIL-0315,HVW,Phase 1,Building D,MEP,2023-07-02,2023-09-07,2023-10-04,2023-10-04,50.0,100.0,27,Complete (Delayed),Prime MEP Solutions,28128990.3,28128990.3,27674241.41,-454748.89,Labor Shortage,MEDIUM
MIL-0316,HVW,Phase 1,Building D,Internal Finishes,2023-09-07,2023-10-26,2023-10-26,2023-10-26,60.0,100.0,-2,Complete,Cairo Structural Works,39806964.51,39806964.51,40091900.49,284935.98,,
MIL-0317,HVW,Phase 1,Building D,Landscaping,2023-10-26,2023-12-30,2023-12-30,2023-12-30,70.0,100.0,0,Complete,Cairo Structural Works,43027246.74,43838162.24,44698707.17,1671460.43,,
MIL-0318,HVW,Phase 1,Building D,Utilities Connection,2023-12-30,2024-02-25,2024-02-25,,80.0,0.0,0,Not Started,Cairo Structural Works,43510213.68,43510213.68,0.0,-43510213.68,,
MIL-0319,HVW,Phase 1,Building D,Authority Approvals,2024-02-25,2024-03-22,2024-03-24,,90.0,0.0,2,Not Started,Cairo Structural Works,19709417.8,19816458.85,0.0,-19709417.8,,
MIL-0320,HVW,Phase 1,Building D,Testing & Commissioning,2024-03-22,2024-04-21,2024-04-27,,100.0,0.0,6,Not Started,Cairo Structural Works,59796311.28,59796311.28,0.0,-59796311.28,,
MIL-0321,HVW,Phase 2,Building A,Excavation,2023-01-01,2023-03-10,2023-04-24,2023-04-24,10.0,100.0,45,Complete (Delayed),Nile Engineering Contractors,31415269.9,32836904.54,33465209.94,2049940.04,Weather Delay,MEDIUM
MIL-0322,HVW,Phase 2,Building A,Foundations,2023-03-10,2023-05-18,2023-05-18,2023-05-18,20.0,100.0,0,Complete,Cairo Structural Works,47846224.15,49261179.81,50218104.29,2371880.14,,
MIL-0323,HVW,Phase 2,Building A,Structural Frame,2023-05-18,2023-06-29,2023-06-29,2023-06-29,30.0,100.0,-4,Complete,Cairo Structural Works,24278598.97,24278598.97,23898929.51,-379669.46,,
MIL-0324,HVW,Phase 2,Building A,Facade,2023-06-29,2023-07-28,2023-07-28,2023-07-28,40.0,100.0,-4,Complete,Prime MEP Solutions,33626850.45,33626850.45,32895157.97,-731692.48,,
MIL-0325,HVW,Phase 2,Building A,MEP,2023-07-28,2023-08-26,2023-10-03,2023-10-03,50.0,100.0,38,Complete (Delayed),Nile Engineering Contractors,57708599.31,61951513.15,63105685.13,5397085.82,Permit Delay,MEDIUM
MIL-0326,HVW,Phase 2,Building A,Internal Finishes,2023-08-26,2023-10-19,2023-10-26,2023-10-26,60.0,100.0,7,Complete,Horizon Build Partners,54135824.24,55422262.41,56504978.89,2369154.65,,
MIL-0327,HVW,Phase 2,Building A,Landscaping,2023-10-19,2023-12-01,2023-12-10,2023-12-10,70.0,100.0,9,Complete,Cairo Structural Works,31078252.82,31090001.97,31711567.02,633314.2,,
MIL-0328,HVW,Phase 2,Building A,Utilities Connection,2023-12-01,2024-01-23,2024-01-31,,80.0,0.0,8,Not Started,Prime MEP Solutions,25315542.73,25381644.46,0.0,-25315542.73,,
MIL-0329,HVW,Phase 2,Building A,Authority Approvals,2024-01-23,2024-03-22,2024-03-22,,90.0,0.0,-5,Not Started,Modern Facade Systems,33633604.95,34347499.42,0.0,-33633604.95,,
MIL-0330,HVW,Phase 2,Building A,Testing & Commissioning,2024-03-22,2024-04-28,2024-05-08,,100.0,0.0,10,Not Started,Delta Construction Group,45842190.89,45842190.89,0.0,-45842190.89,,
MIL-0331,HVW,Phase 2,Building B,Excavation,2023-01-01,2023-01-29,2023-01-31,2023-01-31,10.0,100.0,2,Complete,Delta Construction Group,53370280.23,54467973.81,55535379.41,2165099.18,,
MIL-0332,HVW,Phase 2,Building B,Foundations,2023-01-29,2023-03-27,2023-04-03,2023-04-03,20.0,100.0,7,Complete,Modern Facade Systems,10217516.67,10459940.96,10664291.29,446774.62,,
MIL-0333,HVW,Phase 2,Building B,Structural Frame,2023-03-27,2023-05-09,2023-05-30,2023-05-30,30.0,100.0,21,Complete (Delayed),Horizon Build Partners,56811622.2,61709850.7,62846083.15,6034460.95,Weather Delay,MEDIUM
MIL-0334,HVW,Phase 2,Building B,Facade,2023-05-09,2023-07-06,2023-08-14,2023-08-14,40.0,100.0,39,Complete (Delayed),Horizon Build Partners,54764588.24,59283634.88,60378926.64,5614338.4,Labor Shortage,MEDIUM
MIL-0335,HVW,Phase 2,Building B,MEP,2023-07-06,2023-08-16,2023-08-25,2023-08-25,50.0,100.0,9,Complete,Horizon Build Partners,10646123.77,10934014.78,11146937.25,500813.48,,
MIL-0336,HVW,Phase 2,Building B,Internal Finishes,2023-08-16,2023-09-11,2023-09-11,2023-09-11,60.0,100.0,-2,Complete,Nile Engineering Contractors,44520631.8,45325549.91,46215962.54,1695330.74,,
MIL-0337,HVW,Phase 2,Building B,Landscaping,2023-09-11,2023-11-17,2023-11-23,2023-11-23,70.0,100.0,6,Complete,Nile Engineering Contractors,30126692.18,30126692.18,30442526.22,315834.04,,
MIL-0338,HVW,Phase 2,Building B,Utilities Connection,2023-11-17,2023-12-12,2024-01-11,,80.0,0.0,30,Not Started,Cairo Structural Works,58083951.08,62656777.38,0.0,-58083951.08,Materials Procurement Delay,MEDIUM
MIL-0339,HVW,Phase 2,Building B,Authority Approvals,2023-12-12,2024-01-10,2024-01-10,,90.0,0.0,-3,Not Started,Cairo Structural Works,51872161.53,52790572.31,0.0,-51872161.53,,
MIL-0340,HVW,Phase 2,Building B,Testing & Commissioning,2024-01-10,2024-02-21,2024-02-21,,100.0,0.0,-4,Not Started,Nile Engineering Contractors,47337137.2,47337137.2,0.0,-47337137.2,,
MIL-0341,HVW,Phase 2,Building C,Excavation,2023-01-01,2023-02-17,2023-03-07,2023-03-07,10.0,100.0,18,Complete (Delayed),Prime MEP Solutions,51809316.13,51809316.13,50939329.87,-869986.26,Weather Delay,MEDIUM
MIL-0342,HVW,Phase 2,Building C,Foundations,2023-02-17,2023-03-17,2023-03-28,2023-03-28,20.0,100.0,11,Complete,Cairo Structural Works,11127756.87,11127756.87,11266020.88,138264.01,,
MIL-0343,HVW,Phase 2,Building C,Structural Frame,2023-03-17,2023-05-15,2023-05-23,2023-05-23,30.0,100.0,8,Complete,Horizon Build Partners,22985760.31,22985760.31,23148847.78,163087.47,,
MIL-0344,HVW,Phase 2,Building C,Facade,2023-05-15,2023-07-13,2023-07-29,2023-07-29,40.0,100.0,16,Complete (Delayed),Nile Engineering Contractors,17439459.78,17439459.78,17668361.04,228901.26,Materials Procurement Delay,MEDIUM
MIL-0345,HVW,Phase 2,Building C,MEP,2023-07-13,2023-09-02,2023-09-10,2023-09-10,50.0,100.0,8,Complete,Horizon Build Partners,9893079.18,10178250.64,10376112.23,483033.05,,
MIL-0346,HVW,Phase 2,Building C,Internal Finishes,2023-09-02,2023-10-05,2023-10-11,2023-10-11,60.0,100.0,6,Complete,Cairo Structural Works,34446643.42,34446643.42,34732133.98,285490.56,,
MIL-0347,HVW,Phase 2,Building C,Landscaping,2023-10-05,2023-12-04,2023-12-31,2023-12-31,70.0,100.0,27,Complete (Delayed),Delta Construction Group,27257480.55,27569019.3,28114168.91,856688.36,Labor Shortage,MEDIUM
MIL-0348,HVW,Phase 2,Building C,Utilities Connection,2023-12-04,2024-01-15,2024-01-18,,80.0,0.0,3,Not Started,Prime MEP Solutions,31164925.61,31652342.42,0.0,-31164925.61,,
MIL-0349,HVW,Phase 2,Building C,Authority Approvals,2024-01-15,2024-02-12,2024-02-13,,90.0,0.0,1,Not Started,Nile Engineering Contractors,9396597.37,9465535.31,0.0,-9396597.37,,
MIL-0350,HVW,Phase 2,Building C,Testing & Commissioning,2024-02-12,2024-03-13,2024-03-13,,100.0,0.0,-4,Not Started,Modern Facade Systems,49562945.14,49562945.14,0.0,-49562945.14,,
MIL-0351,HVW,Phase 2,Building D,Excavation,2023-01-01,2023-01-29,2023-02-25,2023-02-25,10.0,100.0,27,Complete (Delayed),Delta Construction Group,19372612.72,20910294.86,21297747.11,1925134.39,Weather Delay,MEDIUM
MIL-0352,HVW,Phase 2,Building D,Foundations,2023-01-29,2023-03-06,2023-03-10,2023-03-10,20.0,100.0,4,Complete,Cairo Structural Works,45342658.33,46151326.63,47058179.79,1715521.46,,
MIL-0353,HVW,Phase 2,Building D,Structural Frame,2023-03-06,2023-04-12,2023-04-12,2023-04-12,30.0,100.0,-5,Complete,Modern Facade Systems,18836075.53,18836075.53,18528901.97,-307173.56,,
MIL-0354,HVW,Phase 2,Building D,Facade,2023-04-12,2023-05-21,2023-05-21,2023-05-21,40.0,100.0,0,Complete,Horizon Build Partners,10351675.06,10644097.65,10851131.15,499456.09,,
MIL-0355,HVW,Phase 2,Building D,MEP,2023-05-21,2023-07-10,2023-07-10,2023-07-10,50.0,100.0,-3,Complete,Nile Engineering Contractors,33398520.19,33398520.19,33464665.31,66145.12,,
MIL-0356,HVW,Phase 2,Building D,Internal Finishes,2023-07-10,2023-08-19,2023-08-24,2023-08-24,60.0,100.0,5,Complete,Delta Construction Group,22709879.94,22709879.94,22973904.39,264024.45,,
MIL-0357,HVW,Phase 2,Building D,Landscaping,2023-08-19,2023-10-04,2023-10-07,2023-10-07,70.0,100.0,3,Complete,Nile Engineering Contractors,19778025.85,19778025.85,19515636.74,-262389.11,,
MIL-0358,HVW,Phase 2,Building D,Utilities Connection,2023-10-04,2023-12-03,2023-12-19,,80.0,0.0,16,Not Started,Nile Engineering Contractors,38415147.55,40382934.5,0.0,-38415147.55,Weather Delay,MEDIUM
MIL-0359,HVW,Phase 2,Building D,Authority Approvals,2023-12-03,2024-01-19,2024-02-05,,90.0,0.0,17,Not Started,Modern Facade Systems,10264893.14,10779009.45,0.0,-10264893.14,Weather Delay,MEDIUM
MIL-0360,HVW,Phase 2,Building D,Testing & Commissioning,2024-01-19,2024-03-24,2024-04-02,,100.0,0.0,9,Not Started,Modern Facade Systems,48563887.69,48681463.57,0.0,-48563887.69,,
MIL-0361,HVW,Phase 3,Building A,Excavation,2023-01-01,2023-03-09,2023-04-13,2023-04-13,10.0,100.0,35,Complete (Delayed),Delta Construction Group,52265046.35,52431982.23,53477283.16,1212236.81,Materials Procurement Delay,MEDIUM
MIL-0362,HVW,Phase 3,Building A,Foundations,2023-03-09,2023-05-10,2023-05-12,2023-05-12,20.0,100.0,2,Complete,Modern Facade Systems,41176437.97,41838457.49,42661986.25,1485548.28,,
MIL-0363,HVW,Phase 3,Building A,Structural Frame,2023-05-10,2023-06-12,2023-06-12,2023-06-12,30.0,100.0,-2,Complete,Modern Facade Systems,28823357.47,29491046.5,30067513.65,1244156.18,,
MIL-0364,HVW,Phase 3,Building A,Facade,2023-06-12,2023-08-17,2023-08-17,2023-08-17,40.0,100.0,-4,Complete,Modern Facade Systems,14964402.08,15152357.18,15451645.22,487243.14,,
MIL-0365,HVW,Phase 3,Building A,MEP,2023-08-17,2023-10-09,2023-10-09,2023-10-09,50.0,100.0,-4,Complete,Cairo Structural Works,15460870.81,15828781.34,16137998.75,677127.94,,
MIL-0366,HVW,Phase 3,Building A,Internal Finishes,2023-10-09,2023-11-08,2023-11-18,2023-11-18,60.0,100.0,10,Complete,Prime MEP Solutions,42191676.31,42191676.31,41961493.4,-230182.91,,
MIL-0367,HVW,Phase 3,Building A,Landscaping,2023-11-08,2023-12-18,2023-12-27,2023-12-27,70.0,100.0,9,Complete,Modern Facade Systems,22038675.88,22038675.88,21785241.59,-253434.29,,
MIL-0368,HVW,Phase 3,Building A,Utilities Connection,2023-12-18,2024-01-21,2024-01-21,,80.0,0.0,-3,Not Started,Prime MEP Solutions,22093390.06,22737397.15,0.0,-22093390.06,,
MIL-0369,HVW,Phase 3,Building A,Authority Approvals,2024-01-21,2024-03-17,2024-03-27,,90.0,0.0,10,Not Started,Delta Construction Group,49488139.96,49488139.96,0.0,-49488139.96,,
MIL-0370,HVW,Phase 3,Building A,Testing & Commissioning,2024-03-17,2024-05-09,2024-05-09,,100.0,0.0,-1,Not Started,Cairo Structural Works,29683928.39,29683928.39,0.0,-29683928.39,,
MIL-0371,HVW,Phase 3,Building B,Excavation,2023-01-01,2023-02-25,2023-02-25,2023-02-25,10.0,100.0,0,Complete,Prime MEP Solutions,9439283.31,9439283.31,9576248.04,136964.73,,
MIL-0372,HVW,Phase 3,Building B,Foundations,2023-02-25,2023-04-01,2023-04-21,2023-04-21,20.0,100.0,20,Complete (Delayed),Nile Engineering Contractors,18391101.48,18909861.91,19277683.94,886582.46,Labor Shortage,MEDIUM
MIL-0373,HVW,Phase 3,Building B,Structural Frame,2023-04-01,2023-05-07,2023-06-15,2023-06-15,30.0,100.0,39,Complete (Delayed),Nile Engineering Contractors,54741260.35,58274604.8,59369430.0,4628169.65,Weather Delay,MEDIUM
MIL-0374,HVW,Phase 3,Building B,Facade,2023-05-07,2023-07-04,2023-07-04,2023-07-04,40.0,100.0,0,Complete,Horizon Build Partners,20216225.0,20677703.76,21082028.26,865803.26,,
MIL-0375,HVW,Phase 3,Building B,MEP,2023-07-04,2023-09-07,2023-09-10,2023-09-10,50.0,100.0,3,Complete,Modern Facade Systems,10994421.28,10994421.28,11100227.95,105806.67,,
MIL-0376,HVW,Phase 3,Building B,Internal Finishes,2023-09-07,2023-11-03,2023-11-11,2023-11-11,60.0,100.0,8,Complete,Horizon Build Partners,35726832.88,35726832.88,35836169.71,109336.83,,
MIL-0377,HVW,Phase 3,Building B,Landscaping,2023-11-03,2023-12-08,2023-12-10,2023-12-10,70.0,100.0,2,Complete,Horizon Build Partners,20993431.01,20993431.01,20784730.86,-208700.15,,
MIL-0378,HVW,Phase 3,Building B,Utilities Connection,2023-12-08,2024-01-13,2024-01-14,,80.0,0.0,1,Not Started,Horizon Build Partners,25243576.81,25745460.16,0.0,-25243576.81,,
MIL-0379,HVW,Phase 3,Building B,Authority Approvals,2024-01-13,2024-02-09,2024-03-04,,90.0,0.0,24,Not Started,Cairo Structural Works,56206704.84,59613104.84,0.0,-56206704.84,Labor Shortage,MEDIUM
MIL-0380,HVW,Phase 3,Building B,Testing & Commissioning,2024-02-09,2024-03-20,2024-03-29,,100.0,0.0,9,Not Started,Nile Engineering Contractors,14301389.9,14593639.86,0.0,-14301389.9,,
MIL-0381,HVW,Phase 3,Building C,Excavation,2023-01-01,2023-02-02,2023-02-02,2023-02-02,10.0,100.0,-4,Complete,Horizon Build Partners,39419772.66,39419772.66,40050373.7,630601.04,,
MIL-0382,HVW,Phase 3,Building C,Foundations,2023-02-02,2023-03-22,2023-03-23,2023-03-23,20.0,100.0,1,Complete,Delta Construction Group,55881856.88,55881856.88,54892289.6,-989567.28,,
MIL-0383,HVW,Phase 3,Building C,Structural Frame,2023-03-22,2023-04-30,2023-05-04,2023-05-04,30.0,100.0,4,Complete,Delta Construction Group,21440526.67,21440526.67,20914452.09,-526074.58,,
MIL-0384,HVW,Phase 3,Building C,Facade,2023-04-30,2023-06-10,2023-06-14,2023-06-14,40.0,100.0,4,Complete,Modern Facade Systems,55087708.95,55087708.95,55085205.87,-2503.08,,
MIL-0385,HVW,Phase 3,Building C,MEP,2023-06-10,2023-07-21,2023-08-01,2023-08-01,50.0,100.0,11,Complete,Modern Facade Systems,32719294.24,32719294.24,32438990.16,-280304.08,,
MIL-0386,HVW,Phase 3,Building C,Internal Finishes,2023-07-21,2023-09-06,2023-09-07,2023-09-07,60.0,100.0,1,Complete,Delta Construction Group,11285984.5,11285984.5,11111443.35,-174541.15,,
MIL-0387,HVW,Phase 3,Building C,Landscaping,2023-09-06,2023-10-25,2023-10-25,2023-10-25,70.0,100.0,-1,Complete,Nile Engineering Contractors,53760574.2,53873501.43,54948712.91,1188138.71,,
MIL-0388,HVW,Phase 3,Building C,Utilities Connection,2023-10-25,2023-12-29,2024-01-01,,80.0,0.0,3,Not Started,Horizon Build Partners,25484790.18,26118827.82,0.0,-25484790.18,,
MIL-0389,HVW,Phase 3,Building C,Authority Approvals,2023-12-29,2024-02-14,2024-02-14,,90.0,0.0,0,Not Started,Nile Engineering Contractors,13449226.84,13652329.89,0.0,-13449226.84,,
MIL-0390,HVW,Phase 3,Building C,Testing & Commissioning,2024-02-14,2024-03-30,2024-04-02,,100.0,0.0,3,Not Started,Horizon Build Partners,37914074.6,38091468.99,0.0,-37914074.6,,
MIL-0391,HVW,Phase 3,Building D,Excavation,2023-01-01,2023-02-23,2023-03-01,2023-03-01,10.0,100.0,6,Complete,Prime MEP Solutions,27289255.94,27612211.64,28157996.76,868740.82,,
MIL-0392,HVW,Phase 3,Building D,Foundations,2023-02-23,2023-03-27,2023-03-27,2023-03-27,20.0,100.0,-1,Complete,Nile Engineering Contractors,26913010.35,26913010.35,26921807.34,8796.99,,
